role,champion_1,champion_2,duel_winrate,duel_games
MIDDLE,Lux,Katarina,0.5555555555555556,9
TOP,DrMundo,Tryndamere,0.5,4
TOP,Tryndamere,DrMundo,0.5,4
UTILITY,Milio,Janna,0.65,20
UTILITY,Janna,Milio,0.35,20
JUNGLE,Rengar,Nocturne,0.38095238095238093,21
JUNGLE,Nocturne,Rengar,0.6190476190476191,21
TOP,Ornn,Yone,0.38461538461538464,26
TOP,Yone,Ornn,0.6153846153846154,26
UTILITY,Senna,Braum,0.6956521739130435,23
UTILITY,Braum,Senna,0.30434782608695654,23
BOTTOM,Jinx,Zilean,0.0,2
BOTTOM,Zilean,Jinx,1.0,2
MIDDLE,Yasuo,Jayce,0.35294117647058826,17
MIDDLE,Jayce,Yasuo,0.6470588235294118,17
MIDDLE,Ryze,Jayce,0.23529411764705882,17
MIDDLE,Jayce,Ryze,0.7647058823529411,17
TOP,Cassiopeia,Karma,0.5,2
TOP,Karma,Cassiopeia,0.5,2
BOTTOM,Aphelios,Yunara,0.544,125
BOTTOM,Yunara,Aphelios,0.456,125
JUNGLE,Hecarim,XinZhao,0.34285714285714286,35
JUNGLE,XinZhao,Hecarim,0.6571428571428571,35
MIDDLE,Gragas,Syndra,0.6,10
MIDDLE,Syndra,Gragas,0.4,10
TOP,KSante,RekSai,0.0,1
TOP,RekSai,KSante,1.0,1
JUNGLE,Sylas,Talon,0.36363636363636365,33
JUNGLE,Talon,Sylas,0.6363636363636364,33
MIDDLE,Veigar,Ryze,0.2727272727272727,11
MIDDLE,Ryze,Veigar,0.7272727272727273,11
BOTTOM,Jhin,Ziggs,0.45454545454545453,22
BOTTOM,Ziggs,Jhin,0.5454545454545454,22
MIDDLE,Aurora,Ryze,0.4791666666666667,48
MIDDLE,Ryze,Aurora,0.5208333333333334,48
TOP,Warwick,Yasuo,0.0,1
TOP,Yasuo,Warwick,1.0,1
MIDDLE,Karma,Vladimir,1.0,2
MIDDLE,Vladimir,Karma,0.0,2
UTILITY,Soraka,Nautilus,0.5161290322580645,62
UTILITY,Nautilus,Soraka,0.4838709677419355,62
BOTTOM,Varus,Caitlyn,0.5178571428571429,56
BOTTOM,Caitlyn,Varus,0.48214285714285715,56
MIDDLE,Irelia,Ryze,0.3684210526315789,19
MIDDLE,Ryze,Irelia,0.631578947368421,19
UTILITY,Rakan,Morgana,0.4,5
UTILITY,Morgana,Rakan,0.6,5
BOTTOM,Jinx,Caitlyn,0.5,76
BOTTOM,Caitlyn,Jinx,0.5,76
JUNGLE,Shaco,Rengar,0.5454545454545454,22
JUNGLE,Rengar,Shaco,0.45454545454545453,22
MIDDLE,Kassadin,Zed,0.5714285714285714,14
MIDDLE,Zed,Kassadin,0.42857142857142855,14
JUNGLE,Diana,Rengar,0.8,10
JUNGLE,Rengar,Diana,0.2,10
MIDDLE,Orianna,Galio,0.5121951219512195,41
MIDDLE,Galio,Orianna,0.4878048780487805,41
TOP,Kled,Ambessa,0.75,4
TOP,Ambessa,Kled,0.25,4
JUNGLE,Shaco,Zed,0.6,10
JUNGLE,Zed,Shaco,0.4,10
MIDDLE,MonkeyKing,Ekko,0.0,1
MIDDLE,Ekko,MonkeyKing,1.0,1
TOP,Teemo,Singed,0.38461538461538464,13
TOP,Singed,Teemo,0.6153846153846154,13
UTILITY,Milio,Yuumi,0.4444444444444444,9
UTILITY,Yuumi,Milio,0.5555555555555556,9
MIDDLE,Yasuo,Yone,0.46875,32
MIDDLE,Yone,Yasuo,0.53125,32
UTILITY,Karma,FiddleSticks,0.0,6
UTILITY,FiddleSticks,Karma,1.0,6
BOTTOM,Sivir,Swain,0.375,8
BOTTOM,Swain,Sivir,0.625,8
MIDDLE,Gwen,Katarina,0.5,6
MIDDLE,Katarina,Gwen,0.5,6
BOTTOM,MissFortune,Yunara,0.5769230769230769,26
BOTTOM,Yunara,MissFortune,0.4230769230769231,26
JUNGLE,XinZhao,Gragas,1.0,2
JUNGLE,Gragas,XinZhao,0.0,2
TOP,Graves,Kled,1.0,1
TOP,Kled,Graves,0.0,1
UTILITY,Braum,Taric,0.5,18
UTILITY,Taric,Braum,0.5,18
BOTTOM,Yunara,Mel,0.3888888888888889,18
BOTTOM,Mel,Yunara,0.6111111111111112,18
JUNGLE,Graves,XinZhao,0.4520547945205479,73
JUNGLE,XinZhao,Graves,0.547945205479452,73
MIDDLE,Azir,Ryze,0.5625,16
MIDDLE,Ryze,Azir,0.4375,16
UTILITY,Rakan,Pantheon,0.5,22
UTILITY,Pantheon,Rakan,0.5,22
JUNGLE,Viego,Udyr,0.6470588235294118,17
JUNGLE,Udyr,Viego,0.35294117647058826,17
TOP,Sion,Aatrox,0.4423076923076923,52
TOP,Aatrox,Sion,0.5576923076923077,52
BOTTOM,Yunara,Kaisa,0.5853658536585366,123
BOTTOM,Kaisa,Yunara,0.4146341463414634,123
JUNGLE,Jax,XinZhao,0.5625,16
JUNGLE,XinZhao,Jax,0.4375,16
UTILITY,Alistar,Poppy,0.5333333333333333,45
UTILITY,Poppy,Alistar,0.4666666666666667,45
JUNGLE,Hecarim,Sylas,0.5573770491803278,61
JUNGLE,Sylas,Hecarim,0.4426229508196721,61
TOP,Akali,Irelia,0.4375,16
TOP,Irelia,Akali,0.5625,16
UTILITY,Taric,Thresh,0.6206896551724138,29
UTILITY,Thresh,Taric,0.3793103448275862,29
MIDDLE,Syndra,Gwen,0.0,1
MIDDLE,Gwen,Syndra,1.0,1
TOP,Varus,Yorick,0.2222222222222222,9
TOP,Yorick,Varus,0.7777777777777778,9
JUNGLE,Zed,Khazix,0.4,10
JUNGLE,Khazix,Zed,0.6,10
TOP,Ambessa,Rumble,0.5476190476190477,42
TOP,Rumble,Ambessa,0.4523809523809524,42
UTILITY,Bard,Karma,0.5253456221198156,217
UTILITY,Karma,Bard,0.47465437788018433,217
MIDDLE,Cassiopeia,Viktor,0.55,40
MIDDLE,Viktor,Cassiopeia,0.45,40
TOP,Fiora,Varus,0.7692307692307693,13
TOP,Varus,Fiora,0.23076923076923078,13
UTILITY,Velkoz,Karma,0.46875,32
UTILITY,Karma,Velkoz,0.53125,32
BOTTOM,Ezreal,AurelionSol,0.45,40
BOTTOM,AurelionSol,Ezreal,0.55,40
JUNGLE,Zed,LeeSin,0.45,20
JUNGLE,LeeSin,Zed,0.55,20
TOP,Fiora,Jayce,0.4,20
TOP,Jayce,Fiora,0.6,20
UTILITY,Karma,Rakan,0.527027027027027,74
UTILITY,Rakan,Karma,0.47297297297297297,74
BOTTOM,AurelionSol,Ziggs,0.2,10
BOTTOM,Ziggs,AurelionSol,0.8,10
JUNGLE,MasterYi,Qiyana,0.3333333333333333,12
JUNGLE,Qiyana,MasterYi,0.6666666666666666,12
UTILITY,Blitzcrank,Nautilus,0.4583333333333333,48
UTILITY,Nautilus,Blitzcrank,0.5416666666666666,48
MIDDLE,Xerath,Azir,0.45454545454545453,11
MIDDLE,Azir,Xerath,0.5454545454545454,11
TOP,Jax,KSante,0.5641025641025641,39
TOP,KSante,Jax,0.4358974358974359,39
BOTTOM,Yunara,Sivir,0.48,50
BOTTOM,Sivir,Yunara,0.52,50
MIDDLE,Seraphine,Sion,1.0,1
MIDDLE,Sion,Seraphine,0.0,1
TOP,Yorick,Ambessa,0.4444444444444444,9
TOP,Ambessa,Yorick,0.5555555555555556,9
BOTTOM,AurelionSol,Lucian,0.5882352941176471,17
BOTTOM,Lucian,AurelionSol,0.4117647058823529,17
MIDDLE,Irelia,Ekko,0.2727272727272727,11
MIDDLE,Ekko,Irelia,0.7272727272727273,11
TOP,Urgot,Gangplank,0.125,8
TOP,Gangplank,Urgot,0.875,8
MIDDLE,Anivia,Irelia,0.625,16
MIDDLE,Irelia,Anivia,0.375,16
BOTTOM,Caitlyn,Kaisa,0.5416666666666666,72
BOTTOM,Kaisa,Caitlyn,0.4583333333333333,72
MIDDLE,Hwei,Akali,0.5,12
MIDDLE,Akali,Hwei,0.5,12
TOP,Ekko,Riven,0.5714285714285714,7
TOP,Riven,Ekko,0.42857142857142855,7
MIDDLE,Renekton,KSante,1.0,1
MIDDLE,KSante,Renekton,0.0,1
TOP,Galio,Yone,1.0,1
TOP,Yone,Galio,0.0,1
UTILITY,Blitzcrank,Seraphine,0.4722222222222222,36
UTILITY,Seraphine,Blitzcrank,0.5277777777777778,36
JUNGLE,Ekko,Qiyana,0.7142857142857143,14
JUNGLE,Qiyana,Ekko,0.2857142857142857,14
MIDDLE,Anivia,Malzahar,0.6,10
MIDDLE,Malzahar,Anivia,0.4,10
TOP,Warwick,Varus,0.25,4
TOP,Varus,Warwick,0.75,4
UTILITY,Janna,Karma,0.5274725274725275,91
UTILITY,Karma,Janna,0.4725274725274725,91
JUNGLE,Ekko,MonkeyKing,0.5,8
JUNGLE,MonkeyKing,Ekko,0.5,8
MIDDLE,Syndra,AurelionSol,0.7,10
MIDDLE,AurelionSol,Syndra,0.3,10
TOP,Singed,Ornn,0.7,20
TOP,Ornn,Singed,0.3,20
UTILITY,Braum,Karma,0.5,48
UTILITY,Karma,Braum,0.5,48
JUNGLE,Zac,DrMundo,0.0,2
JUNGLE,DrMundo,Zac,1.0,2
TOP,Aatrox,Pantheon,0.5,10
TOP,Pantheon,Aatrox,0.5,10
MIDDLE,Orianna,Anivia,0.42857142857142855,21
MIDDLE,Anivia,Orianna,0.5714285714285714,21
TOP,Ekko,Renekton,0.0,2
TOP,Renekton,Ekko,1.0,2
UTILITY,Taric,Janna,0.45,20
UTILITY,Janna,Taric,0.55,20
BOTTOM,Lucian,Zilean,0.5,2
BOTTOM,Zilean,Lucian,0.5,2
JUNGLE,Morgana,Ekko,0.0,1
JUNGLE,Ekko,Morgana,1.0,1
MIDDLE,Naafiri,Qiyana,0.6666666666666666,6
MIDDLE,Qiyana,Naafiri,0.3333333333333333,6
UTILITY,Taric,Soraka,0.5,14
UTILITY,Soraka,Taric,0.5,14
MIDDLE,Viego,Quinn,0.0,1
MIDDLE,Quinn,Viego,1.0,1
UTILITY,Karma,Neeko,0.5517241379310345,87
UTILITY,Neeko,Karma,0.4482758620689655,87
JUNGLE,Pantheon,XinZhao,0.6875,16
JUNGLE,XinZhao,Pantheon,0.3125,16
MIDDLE,Naafiri,Zoe,0.6,5
MIDDLE,Zoe,Naafiri,0.4,5
TOP,Garen,Camille,0.325,40
TOP,Camille,Garen,0.675,40
JUNGLE,Hecarim,Nidalee,0.3125,32
JUNGLE,Nidalee,Hecarim,0.6875,32
JUNGLE,JarvanIV,Nidalee,0.5192307692307693,52
JUNGLE,Nidalee,JarvanIV,0.4807692307692308,52
MIDDLE,Taliyah,Zoe,0.5294117647058824,17
MIDDLE,Zoe,Taliyah,0.47058823529411764,17
TOP,Vladimir,Zed,0.6666666666666666,6
TOP,Zed,Vladimir,0.3333333333333333,6
JUNGLE,Lillia,Nidalee,0.2857142857142857,14
JUNGLE,Nidalee,Lillia,0.7142857142857143,14
MIDDLE,Zed,Ekko,0.52,25
MIDDLE,Ekko,Zed,0.48,25
TOP,Yunara,Jayce,0.0,1
TOP,Jayce,Yunara,1.0,1
UTILITY,Elise,Leona,0.36363636363636365,22
UTILITY,Leona,Elise,0.6363636363636364,22
MIDDLE,Leblanc,Veigar,0.2,5
MIDDLE,Veigar,Leblanc,0.8,5
TOP,KSante,Naafiri,0.3333333333333333,3
TOP,Naafiri,KSante,0.6666666666666666,3
UTILITY,JarvanIV,Nautilus,0.0,1
UTILITY,Nautilus,JarvanIV,1.0,1
MIDDLE,Ziggs,Viego,1.0,1
MIDDLE,Viego,Ziggs,0.0,1
TOP,Naafiri,Malphite,0.5,6
TOP,Malphite,Naafiri,0.5,6
JUNGLE,Viego,RekSai,0.26666666666666666,30
JUNGLE,RekSai,Viego,0.7333333333333333,30
MIDDLE,Ryze,Akali,0.5675675675675675,37
MIDDLE,Akali,Ryze,0.43243243243243246,37
UTILITY,Elise,Nautilus,0.5348837209302325,43
UTILITY,Nautilus,Elise,0.46511627906976744,43
MIDDLE,Katarina,Naafiri,0.42857142857142855,7
MIDDLE,Naafiri,Katarina,0.5714285714285714,7
JUNGLE,Nunu,Ekko,0.46153846153846156,13
JUNGLE,Ekko,Nunu,0.5384615384615384,13
MIDDLE,Aurora,Kayle,0.5,4
MIDDLE,Kayle,Aurora,0.5,4
TOP,Aatrox,Jayce,0.5555555555555556,27
TOP,Jayce,Aatrox,0.4444444444444444,27
UTILITY,Neeko,Rell,0.5,22
UTILITY,Rell,Neeko,0.5,22
MIDDLE,Twitch,Ryze,1.0,1
MIDDLE,Ryze,Twitch,0.0,1
TOP,Singed,Olaf,0.5161290322580645,31
TOP,Olaf,Singed,0.4838709677419355,31
UTILITY,Karma,Pyke,0.47058823529411764,85
UTILITY,Pyke,Karma,0.5294117647058824,85
UTILITY,Pyke,Rakan,0.45652173913043476,92
UTILITY,Rakan,Pyke,0.5434782608695652,92
JUNGLE,Ekko,Naafiri,0.5,18
JUNGLE,Naafiri,Ekko,0.5,18
MIDDLE,Taliyah,Cassiopeia,0.2631578947368421,19
MIDDLE,Cassiopeia,Taliyah,0.7368421052631579,19
TOP,Jayce,Annie,0.6,10
TOP,Annie,Jayce,0.4,10
UTILITY,Blitzcrank,Poppy,0.5,10
UTILITY,Poppy,Blitzcrank,0.5,10
MIDDLE,Viktor,Twitch,0.0,2
MIDDLE,Twitch,Viktor,1.0,2
TOP,Malphite,DrMundo,0.3333333333333333,24
TOP,DrMundo,Malphite,0.6666666666666666,24
UTILITY,Poppy,Braum,0.4,10
UTILITY,Braum,Poppy,0.6,10
MIDDLE,Mel,Vladimir,0.0,6
MIDDLE,Vladimir,Mel,1.0,6
TOP,Irelia,Gangplank,0.6,15
TOP,Gangplank,Irelia,0.4,15
UTILITY,Rell,Janna,0.41935483870967744,62
UTILITY,Janna,Rell,0.5806451612903226,62
JUNGLE,LeeSin,Nidalee,0.5454545454545454,55
JUNGLE,Nidalee,LeeSin,0.45454545454545453,55
MIDDLE,TwistedFate,Irelia,0.5,8
MIDDLE,Irelia,TwistedFate,0.5,8
TOP,Ekko,Jax,0.0,1
TOP,Jax,Ekko,1.0,1
TOP,Gragas,Garen,0.3333333333333333,9
TOP,Garen,Gragas,0.6666666666666666,9
BOTTOM,MissFortune,Kalista,0.38095238095238093,21
BOTTOM,Kalista,MissFortune,0.6190476190476191,21
MIDDLE,Zoe,Vladimir,0.5555555555555556,9
MIDDLE,Vladimir,Zoe,0.4444444444444444,9
UTILITY,Kennen,Renata,1.0,1
UTILITY,Renata,Kennen,0.0,1
JUNGLE,Graves,Chogath,0.4444444444444444,9
JUNGLE,Chogath,Graves,0.5555555555555556,9
MIDDLE,Ekko,Leblanc,0.4827586206896552,29
MIDDLE,Leblanc,Ekko,0.5172413793103449,29
TOP,Gragas,Jayce,0.5238095238095238,21
TOP,Jayce,Gragas,0.47619047619047616,21
UTILITY,Leona,Pyke,0.5348837209302325,43
UTILITY,Pyke,Leona,0.46511627906976744,43
BOTTOM,Lucian,MissFortune,0.5,8
BOTTOM,MissFortune,Lucian,0.5,8
JUNGLE,Ekko,Nasus,0.75,4
JUNGLE,Nasus,Ekko,0.25,4
TOP,Aatrox,Darius,0.21052631578947367,19
TOP,Darius,Aatrox,0.7894736842105263,19
UTILITY,Taric,Alistar,0.5454545454545454,22
UTILITY,Alistar,Taric,0.45454545454545453,22
BOTTOM,Swain,Smolder,0.52,25
BOTTOM,Smolder,Swain,0.48,25
JUNGLE,Aatrox,Nasus,1.0,2
JUNGLE,Nasus,Aatrox,0.0,2
MIDDLE,Kayle,Taliyah,0.6666666666666666,3
MIDDLE,Taliyah,Kayle,0.3333333333333333,3
UTILITY,Nami,Ekko,0.25,4
UTILITY,Ekko,Nami,0.75,4
MIDDLE,Mel,Quinn,0.5714285714285714,7
MIDDLE,Quinn,Mel,0.42857142857142855,7
TOP,Ambessa,Zaahen,0.40540540540540543,37
TOP,Zaahen,Ambessa,0.5945945945945946,37
UTILITY,Taric,Rakan,0.47619047619047616,21
UTILITY,Rakan,Taric,0.5238095238095238,21
MIDDLE,Malzahar,Aurora,0.07692307692307693,13
MIDDLE,Aurora,Malzahar,0.9230769230769231,13
UTILITY,Sona,Neeko,0.4444444444444444,9
UTILITY,Neeko,Sona,0.5555555555555556,9
JUNGLE,Zac,Urgot,1.0,1
JUNGLE,Urgot,Zac,0.0,1
MIDDLE,Syndra,Azir,0.75,12
MIDDLE,Azir,Syndra,0.25,12
TOP,Zaahen,Aatrox,0.6,10
TOP,Aatrox,Zaahen,0.4,10
JUNGLE,Sylas,Chogath,0.6666666666666666,3
JUNGLE,Chogath,Sylas,0.3333333333333333,3
TOP,Zaahen,KSante,0.45454545454545453,22
TOP,KSante,Zaahen,0.5454545454545454,22
UTILITY,Braum,Zoe,0.7142857142857143,7
UTILITY,Zoe,Braum,0.2857142857142857,7
JUNGLE,Chogath,Jayce,0.3333333333333333,3
JUNGLE,Jayce,Chogath,0.6666666666666666,3
MIDDLE,Cassiopeia,Zed,0.3333333333333333,24
MIDDLE,Zed,Cassiopeia,0.6666666666666666,24
TOP,Zaahen,Gangplank,0.6666666666666666,12
TOP,Gangplank,Zaahen,0.3333333333333333,12
JUNGLE,DrMundo,Talon,0.45,20
JUNGLE,Talon,DrMundo,0.55,20
MIDDLE,Orianna,Taliyah,0.3939393939393939,33
MIDDLE,Taliyah,Orianna,0.6060606060606061,33
TOP,Zaahen,Udyr,0.25,4
TOP,Udyr,Zaahen,0.75,4
BOTTOM,Tristana,Jhin,0.5636363636363636,55
BOTTOM,Jhin,Tristana,0.43636363636363634,55
JUNGLE,Nocturne,Nidalee,0.2777777777777778,18
JUNGLE,Nidalee,Nocturne,0.7222222222222222,18
TOP,Akali,Galio,0.4444444444444444,9
TOP,Galio,Akali,0.5555555555555556,9
JUNGLE,Ambessa,Aatrox,0.6206896551724138,29
JUNGLE,Aatrox,Ambessa,0.3793103448275862,29
TOP,Riven,Kennen,0.35714285714285715,14
TOP,Kennen,Riven,0.6428571428571429,14
UTILITY,Karma,Camille,0.5384615384615384,26
UTILITY,Camille,Karma,0.46153846153846156,26
BOTTOM,Cassiopeia,Smolder,0.5833333333333334,12
BOTTOM,Smolder,Cassiopeia,0.4166666666666667,12
JUNGLE,LeeSin,DrMundo,0.5882352941176471,17
JUNGLE,DrMundo,LeeSin,0.4117647058823529,17
MIDDLE,Orianna,Hwei,0.4827586206896552,29
MIDDLE,Hwei,Orianna,0.5172413793103449,29
JUNGLE,Ambessa,Chogath,0.3333333333333333,3
JUNGLE,Chogath,Ambessa,0.6666666666666666,3
TOP,Vayne,Gangplank,0.47058823529411764,17
TOP,Gangplank,Vayne,0.5294117647058824,17
BOTTOM,Yunara,Caitlyn,0.4166666666666667,180
BOTTOM,Caitlyn,Yunara,0.5833333333333334,180
JUNGLE,Belveth,Ekko,0.16666666666666666,6
JUNGLE,Ekko,Belveth,0.8333333333333334,6
MIDDLE,Syndra,Malzahar,0.5909090909090909,22
MIDDLE,Malzahar,Syndra,0.4090909090909091,22
TOP,Tryndamere,Zaahen,0.5,6
TOP,Zaahen,Tryndamere,0.5,6
UTILITY,Nidalee,Karma,0.5,6
UTILITY,Karma,Nidalee,0.5,6
BOTTOM,Jhin,Zeri,0.48214285714285715,56
BOTTOM,Zeri,Jhin,0.5178571428571429,56
JUNGLE,Aatrox,Fizz,0.0,2
JUNGLE,Fizz,Aatrox,1.0,2
MIDDLE,Galio,Syndra,0.4666666666666667,30
MIDDLE,Syndra,Galio,0.5333333333333333,30
BOTTOM,Zeri,Caitlyn,0.36363636363636365,55
BOTTOM,Caitlyn,Zeri,0.6363636363636364,55
JUNGLE,Jayce,Volibear,0.0,2
JUNGLE,Volibear,Jayce,1.0,2
MIDDLE,Malzahar,Zilean,0.5,4
MIDDLE,Zilean,Malzahar,0.5,4
UTILITY,Rell,Senna,0.5081967213114754,61
UTILITY,Senna,Rell,0.4918032786885246,61
JUNGLE,Aatrox,Nidalee,0.42857142857142855,21
JUNGLE,Nidalee,Aatrox,0.5714285714285714,21
MIDDLE,Vladimir,Ekko,0.4166666666666667,12
MIDDLE,Ekko,Vladimir,0.5833333333333334,12
TOP,Sion,Ornn,0.41304347826086957,46
TOP,Ornn,Sion,0.5869565217391305,46
UTILITY,Gragas,Pyke,1.0,1
UTILITY,Pyke,Gragas,0.0,1
BOTTOM,Kalista,Taliyah,0.6666666666666666,3
BOTTOM,Taliyah,Kalista,0.3333333333333333,3
TOP,Jax,Rumble,0.6551724137931034,29
TOP,Rumble,Jax,0.3448275862068966,29
JUNGLE,Zed,MonkeyKing,0.2,10
JUNGLE,MonkeyKing,Zed,0.8,10
MIDDLE,Malzahar,TwistedFate,0.5454545454545454,11
MIDDLE,TwistedFate,Malzahar,0.45454545454545453,11
TOP,Rumble,Aatrox,0.5833333333333334,24
TOP,Aatrox,Rumble,0.4166666666666667,24
BOTTOM,Olaf,Kalista,0.3333333333333333,3
BOTTOM,Kalista,Olaf,0.6666666666666666,3
JUNGLE,Sylas,Aatrox,0.5,26
JUNGLE,Aatrox,Sylas,0.5,26
MIDDLE,Neeko,Aurora,0.75,4
MIDDLE,Aurora,Neeko,0.25,4
TOP,Riven,Karma,0.5,2
TOP,Karma,Riven,0.5,2
UTILITY,Sona,Soraka,0.5185185185185185,27
UTILITY,Soraka,Sona,0.48148148148148145,27
JUNGLE,Sylas,Fizz,0.6666666666666666,3
JUNGLE,Fizz,Sylas,0.3333333333333333,3
MIDDLE,Zaahen,Taliyah,1.0,1
MIDDLE,Taliyah,Zaahen,0.0,1
BOTTOM,AurelionSol,Yasuo,0.5,6
BOTTOM,Yasuo,AurelionSol,0.5,6
JUNGLE,XinZhao,Diana,0.3888888888888889,18
JUNGLE,Diana,XinZhao,0.6111111111111112,18
TOP,Sylas,Sion,0.5,12
TOP,Sion,Sylas,0.5,12
UTILITY,Poppy,Taric,0.8,5
UTILITY,Taric,Poppy,0.2,5
JUNGLE,Zaahen,Ekko,0.5,8
JUNGLE,Ekko,Zaahen,0.5,8
TOP,Vladimir,Jax,0.5625,16
TOP,Jax,Vladimir,0.4375,16
UTILITY,Karma,Leona,0.6557377049180327,61
UTILITY,Leona,Karma,0.3442622950819672,61
BOTTOM,Sivir,Vayne,0.5,18
BOTTOM,Vayne,Sivir,0.5,18
JUNGLE,Kindred,Khazix,0.4,35
JUNGLE,Khazix,Kindred,0.6,35
MIDDLE,Vladimir,Syndra,0.35,20
MIDDLE,Syndra,Vladimir,0.65,20
TOP,Irelia,Sylas,0.75,8
TOP,Sylas,Irelia,0.25,8
JUNGLE,Malphite,Talon,0.0,2
JUNGLE,Talon,Malphite,1.0,2
MIDDLE,Yone,Anivia,0.4444444444444444,27
MIDDLE,Anivia,Yone,0.5555555555555556,27
TOP,Singed,Rumble,0.3103448275862069,29
TOP,Rumble,Singed,0.6896551724137931,29
UTILITY,Xerath,Nami,0.42857142857142855,7
UTILITY,Nami,Xerath,0.5714285714285714,7
JUNGLE,Jayce,Nidalee,0.4117647058823529,17
JUNGLE,Nidalee,Jayce,0.5882352941176471,17
MIDDLE,Akali,Irelia,0.35,20
MIDDLE,Irelia,Akali,0.65,20
TOP,Ekko,Sion,0.3,10
TOP,Sion,Ekko,0.7,10
UTILITY,Alistar,Thresh,0.46808510638297873,47
UTILITY,Thresh,Alistar,0.5319148936170213,47
BOTTOM,AurelionSol,Tristana,0.47058823529411764,17
BOTTOM,Tristana,AurelionSol,0.5294117647058824,17
JUNGLE,Aatrox,Karthus,0.3333333333333333,12
JUNGLE,Karthus,Aatrox,0.6666666666666666,12
MIDDLE,Jayce,Syndra,0.38461538461538464,13
MIDDLE,Syndra,Jayce,0.6153846153846154,13
JUNGLE,Shaco,Neeko,0.5,2
JUNGLE,Neeko,Shaco,0.5,2
UTILITY,Bard,Janna,0.5588235294117647,136
UTILITY,Janna,Bard,0.4411764705882353,136
MIDDLE,Malzahar,Vladimir,0.4,15
MIDDLE,Vladimir,Malzahar,0.6,15
TOP,Anivia,Cassiopeia,0.4,15
TOP,Cassiopeia,Anivia,0.6,15
MIDDLE,Malzahar,Jayce,0.5,6
MIDDLE,Jayce,Malzahar,0.5,6
TOP,Irelia,Malphite,0.36363636363636365,22
TOP,Malphite,Irelia,0.6363636363636364,22
BOTTOM,Swain,Jhin,0.6,20
BOTTOM,Jhin,Swain,0.4,20
JUNGLE,Sylas,Malphite,0.75,4
JUNGLE,Malphite,Sylas,0.25,4
MIDDLE,Yasuo,Gwen,0.5,2
MIDDLE,Gwen,Yasuo,0.5,2
TOP,Zaahen,Irelia,0.5555555555555556,9
TOP,Irelia,Zaahen,0.4444444444444444,9
BOTTOM,Yunara,Zeri,0.5606060606060606,66
BOTTOM,Zeri,Yunara,0.4393939393939394,66
JUNGLE,Nidalee,Zed,0.5555555555555556,9
JUNGLE,Zed,Nidalee,0.4444444444444444,9
MIDDLE,Smolder,Mel,0.4,5
MIDDLE,Mel,Smolder,0.6,5
UTILITY,Zoe,Yuumi,0.0,4
UTILITY,Yuumi,Zoe,1.0,4
BOTTOM,Kaisa,Twitch,0.53125,32
BOTTOM,Twitch,Kaisa,0.46875,32
JUNGLE,Ambessa,Khazix,0.5588235294117647,34
JUNGLE,Khazix,Ambessa,0.4411764705882353,34
TOP,Sion,Nidalee,1.0,4
TOP,Nidalee,Sion,0.0,4
UTILITY,Blitzcrank,Zoe,0.5,6
UTILITY,Zoe,Blitzcrank,0.5,6
BOTTOM,Ezreal,Hwei,0.5217391304347826,23
BOTTOM,Hwei,Ezreal,0.4782608695652174,23
TOP,Heimerdinger,Fiora,0.6666666666666666,3
TOP,Fiora,Heimerdinger,0.3333333333333333,3
BOTTOM,Kalista,KogMaw,0.4166666666666667,24
BOTTOM,KogMaw,Kalista,0.5833333333333334,24
MIDDLE,Taliyah,Yasuo,0.45161290322580644,31
MIDDLE,Yasuo,Taliyah,0.5483870967741935,31
TOP,Darius,Aurora,0.4666666666666667,15
TOP,Aurora,Darius,0.5333333333333333,15
UTILITY,Taric,Pantheon,0.8333333333333334,6
UTILITY,Pantheon,Taric,0.16666666666666666,6
JUNGLE,Zaahen,Nidalee,0.25,4
JUNGLE,Nidalee,Zaahen,0.75,4
MIDDLE,Ahri,Teemo,0.5,2
MIDDLE,Teemo,Ahri,0.5,2
TOP,Heimerdinger,Yone,0.0,2
TOP,Yone,Heimerdinger,1.0,2
JUNGLE,Talon,Ambessa,0.5161290322580645,31
JUNGLE,Ambessa,Talon,0.4838709677419355,31
MIDDLE,Ryze,Malzahar,0.5,18
MIDDLE,Malzahar,Ryze,0.5,18
JUNGLE,Ivern,Diana,0.4666666666666667,15
JUNGLE,Diana,Ivern,0.5333333333333333,15
JUNGLE,Ivern,Sylas,0.5882352941176471,17
JUNGLE,Sylas,Ivern,0.4117647058823529,17
TOP,Gangplank,Aatrox,0.5217391304347826,23
TOP,Aatrox,Gangplank,0.4782608695652174,23
BOTTOM,Taliyah,Jhin,0.75,4
BOTTOM,Jhin,Taliyah,0.25,4
JUNGLE,Sylas,Karthus,0.5454545454545454,11
JUNGLE,Karthus,Sylas,0.45454545454545453,11
MIDDLE,Varus,Vladimir,1.0,1
MIDDLE,Vladimir,Varus,0.0,1
JUNGLE,Sylas,Zaahen,0.125,8
JUNGLE,Zaahen,Sylas,0.875,8
MIDDLE,Ambessa,Akali,0.0,8
MIDDLE,Akali,Ambessa,1.0,8
TOP,Tryndamere,Gangplank,0.6,10
TOP,Gangplank,Tryndamere,0.4,10
BOTTOM,Taliyah,Yasuo,0.5,2
BOTTOM,Yasuo,Taliyah,0.5,2
JUNGLE,Kindred,RekSai,0.5384615384615384,13
JUNGLE,RekSai,Kindred,0.46153846153846156,13
MIDDLE,Ryze,Neeko,0.8,5
MIDDLE,Neeko,Ryze,0.2,5
